classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.888422139485677,0.9219831412493249,0.888422139485677,0.9048915661424737,0.11258440702053334,0.06065091858646614,0.11258440702053334
