classifier,3d,amazon,atlantic,amazon_test,atlantic_test,amazon_on_atlantic,atlantic_on_amazon
Attention U-Net,0.9072341394430941,0.8488102311071671,0.8178319030912917,0.789825175580159,0.8286550910385646,0.8205848468974345,0.8620082874160689
