classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.8833067321777344,0.9302633088810015,0.8833067321777344,0.9061771255912704,0.11410077960509904,0.04726313884353675,0.11410077960509904
