classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.9214003245035808,0.9395581636763278,0.9214003245035808,0.9303906587922388,0.058844934668011106,0.04200224397808016,0.058844934668011106
