classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.949015998840332,0.956253480902447,0.949015998840332,0.9526209934835015,0.046461544894929103,0.03613858768247028,0.046461544894929103
