classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.9122661972045898,0.9358321064941445,0.9122661972045898,0.9238989022442643,0.08022375944181125,0.04869059494580973,0.08022375944181125
